Word,PonderadoApilado,Similares
guerrero,2.17,"['guerreros', 'rafa guerrero']"
transmisión,2.17,['sistemas complementarios de transmisión']
monstruo,2.14,['monstruo de las nieves']
cooperación,2.12,['cooperacción']
el salvador,2.12,['villa el salvador']
prestación,2.1100000000000003,['presentación']
norma yarrow,2.11,"['yarrow', 'norma']"
prevent senior,2.08,['senior']
junta,2.08,"['junta administradora de servicios de saneamiento de porvenir supe', 'junta de portavoces']"
atestado,2.07,['atestados']
sorteo,2.07,['sorteo  ingresa']
corte,2.06,['corte inglés']
mbappé,2.06,['kylian mbappé']
getty images,2.0500000000000003,"['getty', 'images']"
reconstrucción,2.05,['construcción']
explotación,2.04,"['exploración', 'exportación']"
crimen,2.04,['el músico declarado culpable de crimen']
peru president leads coordination meeting with deputy ministers,2.04,"['leads', 'peru']"
paracas clausuran,2.0300000000000002,['paracas']
memoria,2.03,['la memoria del olvido']
elementos del escuadrón móvil antidisturbios,2.03,['móvil']
debate,2.02,['un debate constituyente']
reconocimiento,2.0100000000000002,['conocimiento']
milett figueroa,2.0,['millett figueroa']
plantel,1.99,['plante']
escuela,1.98,['escuela isil']
dinamo de kiev,1.98,['dinamo kiev']
responsable,1.98,['el responsable de la']
patrimonio,1.97,['matrimonio']
evolución,1.97,['devolución']
quino,1.96,"['quino joaquin salvador lavado', 'quinto']"
/ju,1.96,"['promesas""/ju']"
bloqueo,1.94,['bloque']
afp,1.93,['foto afp']
sociedad,1.9200000000000002,"['sociedad alemana de patología', 'sociedad nacional de radio']"
maela,1.92,"['maela""más']"
ministra,1.92,['ministra durand']
compañía,1.9100000000000001,['la compañía']
calidad,1.9100000000000001,['calidad educativa']
biden,1.8800000000000001,"['joe biden', 'administración biden']"
vamoooos,1.88,['vamooos']
2022,1.87,['juegos olímpicos de invierno de pekín 2022']
cajamarca,1.86,['cajamarca mesías guevara']
patricia chirinos,1.8599999999999999,['chirinos']
peligro,1.85,['peligr']
clausura,1.85,['clausuran']
jorge montoya,1.84,"['jorge montoya de renovación popular', 'jorge']"
movistar,1.84,['movistar tv c12 sd']
coordinador,1.84,['el fiscal coordinador del']
ricardo gareca,1.8199999999999998,['gareca']
carpintero,1.8199999999999998,['pájaro carpintero real']
áfrica,1.81,['fábrica']
carlos anderson,1.79,['carlos ánderson']
rodrigo gonzález,1.7799999999999998,['rodrigo']
felicidad,1.77,['felicidades']
manifestante,1.77,['manifestantes']
domingo,1.7599999999999998,['este domingo']
análisis,1.75,['ahí se puede entrar a un análisis minucioso']
eliminatoria,1.75,['eliminatorias']
andré bretón surrealismo,1.73,['surrealismo']
mesa,1.72,['mesa&gt&gt']
rueda,1.7,"['reinaldo rueda', 'eliminatorias reinaldo rueda']"
grado,1.7,['agrado']
decreto supremo,1.68,['decreto']
soltería,1.67,['estoy soltera…']
poder legislativo,1.67,['legislativo']
thomas s hixson,1.6600000000000001,"['thomas hixson', 'hixson']"
iglesia,1.65,['iglesia de las nazarenas']
puerto,1.6400000000000001,"['puerto príncipe', 'supe puerto']"
av grau,1.6400000000000001,['av']
atracción,1.6400000000000001,['ser una atracción turística']
trump,1.63,"['donald trump', 'la represión de trump']"
farfán,1.62,['jefferson farfán “a']
la resaca,1.62,['resaca']
general,1.6199999999999999,['dirección general de electricidad']
fumio kishida,1.6099999999999999,['fumio']
marca,1.5899999999999999,['marcha']
nicolás lúcar,1.58,['lúcar']
christian domínguez,1.5799999999999998,['christian']
águila,1.57,['águilas']
las bambas,1.56,"['mmg las bambas', 'bambas']"
alejandra baigorria,1.56,['alejandra']
malmo,1.55,['malmo video']
ejercicio,1.55,['ejercicio multinacional unitas']
puente solivín,1.5499999999999998,['puente']
foto archivo gec,1.54,['archivo']
fotografía,1.54,['fotógrafa']
dt de sheriff,1.54,['sheriff de']
más→,1.54,['qué reciben los pequeños de las aldeas más remotas']
festival de cine latinoamericano de biarritz,1.54,"['latinoamericano', 'cine']"
martín vizcarra,1.5299999999999998,['martín vizcarra mirian morales']
máximo,1.52,['máximo torres']
conjunto,1.52,['el conjunto de']
apuesta,1.5100000000000002,['puesta']
ministerio de trabajo,1.51,['twitter ministerio de trabajo']
greys anatomy,1.51,"[""grey's anatomy""]"
medicina natural,1.51,['medicina']
legado,1.5,['aquí recordamos el legado']
juan guaidó,1.5,['guaidó']
asociación,1.4900000000000002,['asociación dignidad humana y solidaridad']
empresario,1.4900000000000002,['empresaria']
inspección,1.49,['vivo inspección']
gerente,1.48,['gerente deportivo']
buenos días esta,1.48,['buenos días']
organismo,1.4700000000000002,['organismo internacional']
laura grados,1.46,['6pm laura grados']
cuidado,1.4500000000000002,['cuidado mujeres']
agencia,1.4300000000000002,['agencias']
día nacional del café,1.4200000000000002,['nacional']
vídeo,1.42,['vídeo huachipa']
jesús oropesa dt,1.42,['jesús oropesa']
chicago,1.4100000000000001,['chicago fire']
rosángela espinoza “no me siento cómoda,1.4100000000000001,['rosángela espinoza']
distribución,1.41,"['sectores de distribución típicos', 'valor agregado de distribución']"
ejército,1.4000000000000001,['el ejército surcoreano']
android,1.4,['android cómo']
google,1.4,['google earth']
conciencia,1.3900000000000001,['inconciencia']
colombiana,1.3900000000000001,['colombiano']
portal,1.3900000000000001,['porta']
los tramitadores intocables,1.39,['tramitadores intocables']
juzgado,1.38,['juzgado de canchis sin']
devoto,1.38,['devotos']
anexo b,1.37,['b+']
tratamiento,1.37,['tratamiento de las aguas residuales']
ambiente,1.37,['ministerio del ambiente']
moldavia,1.3499999999999999,"['el sheriff de moldavia', 'sheriff de moldavia']"
malmö,1.3399999999999999,['el malmö']
karem roca,1.33,['karem']
essalud,1.32,['essalud el']
humano,1.31,['humanos']
facebook,1.31,['facebook live  envíanos']
angela merkel,1.3,"['angela', 'merkel']"
únete,1.3,['‼ únete']
viaje,1.2999999999999998,['viajes']
papa francisco,1.29,"['francisco', 'papa']"
atlético grau,1.29,['atlético']
/es,1.29,['es página']
champions video,1.29,['video→']
multa,1.28,['muleta']
james bond,1.27,['james bond carlos de inglaterra']
williams,1.26,"['william', 'josé williams']"
sé parte de la,1.24,['ser parte de la']
fuente,1.23,['luis la fuente']
old trafford,1.22,['old trafford alcácer']
alberto fujimori,1.22,['alberto']
boluarte,1.22,['dina boluarte']
dama,1.22,['primera dama']
no te lo pierdas,1.22,"['no te pierdas esto', 'no te pierdas']"
julio,1.21,['todos desde el señor julio guzmán']
demócrata,1.21,['demócratas']
radio,1.2,['radio panamericana']
espn,1.2,['espn a']
costa,1.19,['mariana costa checa']
pablo de la flor,1.1800000000000002,['flor']
panam challenge,1.18,['panamá']
ica,1.18,['universidad san luis gonzaga de ica']
round robin,1.18,['round robin  anotaciones  maru montes']
alison reyes-,1.17,['reyes']
cholo sano,1.17,['cholo']
sueldo,1.17,['suelo']
caja de pensiones militar policial,1.1600000000000001,"['militar', 'caja']"
interno,1.1600000000000001,['internos']
generación,1.15,['jalisco nueva generación']
cassandra sánchez de lamadrid esta,1.15,['cassandra sánchez']
jorge chávez,1.1400000000000001,"['jorge chávez tamariz', 'chávez']"
sutep lucio castro,1.1400000000000001,"['lucio castro', 'sutep']"
guardiola,1.14,['pep guardiola']
balán gonzales,1.13,['balán gonzáles']
burnout,1.13,['burnout entérate']
atlanta,1.13,['atalanta']
municipalidad provincial de chupaca,1.13,['municipalidad']
sagrado,1.12,['valle sagrado de los incas']
cóctel,1.12,['coctel']
guías del bosque,1.11,['bosque']
reserva federal,1.1099999999999999,['reserva']
defensora,1.1099999999999999,['defensor']
ritmo,1.1099999999999999,['buen ritmo']
litoral,1.1,['penitenciaria del litoral']
ancón,1.1,['ancón 1']
mark milley,1.1,['mark milley kenneth mckenzie']
romero-,1.1,['ingrid romero manco']
gerencia,1.1,['gerencia regional de transportes']
premios emmy,1.1,['emmy']
mi primera mejor amiga,1.1,['amiga']
santa rosa,1.0899999999999999,['rosa']
lo mejor,1.0899999999999999,['lío']
ruta,1.08,['ruta c']
expropiación,1.08,['sí a la expropiación']
pelé,1.08,"[""edson arantes do nascimento 'pelé""]"
evergrande,1.08,['evergrande group']
susy díaz,1.0699999999999998,['díaz']
kim jong un,1.0699999999999998,['kim jong-un']
stephanie medina gino tassara,1.06,['stephanie']
centro presidencial obama,1.06,['obama']
ii,1.05,['isabel ii']
san juan de miraflores sujetos,1.05,['miraflores']
gareca dale,1.05,['dale']
killa cuba,1.04,['cuba']
ni yo me la creo,1.04,['niñ']
kelly,1.03,['r kelly']
campeonato,1.03,['campeonato mundial junior']
ancelotti,1.03,['dani carvajal ancelotti']
punta cana,1.02,['punta']
columbus crew,1.01,['columbs crew']
estoy absolutamente seguro de mi inocencia,1.01,['inocencia']
complejo,1.01,['complejo turístico de quistococha']
muñoz,1.01,['vanessa muñoz']
cruz azul,1.01,['campeones cup cruz azul']
gabby petito,1.0,['petito']
proveedor,1.0,"['proveedores', 'proveedora']"
derrumbe,1.0,['derrumbes']
brazo,1.0,['abrazo']
juan francisco silva,0.98,['juan silva']
kori  korina rivadeneira,0.98,['korina rivadeneira']
decrecimiento,0.98,['crecimiento']
doctor milagro,0.97,['doctor']
panamericana,0.97,['copa panamericana']
luis garcía miró elguera,0.9600000000000001,['luis garcía']
cuto guadalupe,0.96,['guadalupe']
a(25-20,0.95,['a-']
reinscripción,0.94,['inscripción']
super,0.93,['super junior d&ampe']
kuyt,0.93,['dirk kuyt']
kurt,0.9299999999999999,['kurt villavicencio']
adriana,0.9299999999999999,['adriana león']
apple podcast,0.9299999999999999,['apple']
cártel,0.9299999999999999,['cartel']
puente piedra,0.9199999999999999,['piedra']
día mundial del turismo,0.91,['turismo']
esterilizaciones,0.9,['esterilización']
open covid,0.8999999999999999,['open']
ariana lira delcore   suscríbete,0.8999999999999999,['ariana lira delcore']
de humo,0.8999999999999999,['humo']
reactor,0.8900000000000001,['rector']
andina,0.89,['foto andina/ andrés valle']
masacre,0.89,['la masacre']
la academia,0.89,['academia']
diccionario,0.8899999999999999,"[""pluriverso' un diccionario del posdesarrollo""]"
financiera confianza,0.8899999999999999,['confianza']
centro penitenciario de guayas,0.87,['guayas']
lucy bacigalupo,0.87,['lucy']
lituania,0.87,['mundial de futsal lituania']
ps5 ps4 pc xbox ios,0.8600000000000001,['ios']
mente,0.86,['saludable mente']
bonucci,0.86,['leonardo bonucci']
hae soo de squid game,0.86,['squid game']
galán,0.8500000000000001,['eden galán rodas']
sentenció,0.85,['sentencia']
no time to die,0.85,['tío']
autor,0.84,['autora']
mundial de voleibol sub 18 los aztecas,0.84,['mundial de voleibol sub 18 las']
oliverio,0.8300000000000001,['oliverio mayta']
rey león,0.8300000000000001,['rey']
lewandowski,0.8300000000000001,['robert lewandowski']
mega,0.8300000000000001,['mega plaza real plaza jockey plaza']
exembajador,0.83,['embajador']
lineamientos,0.83,['lineamiento']
el conocimiento debe quedar en las organizaciones sociales,0.8200000000000001,['organizaciones']
lote 64 buscará,0.8200000000000001,['lote']
protección,0.8200000000000001,['protección de la propiedad intelectual']
bienvenido,0.8200000000000001,['bienvenida']
narrativas,0.82,['narrativa']
el caso queda en manos del,0.81,['queda']
global plywood and lumber trading,0.8,['global plywood and lumber trading llc']
comerciantes,0.8,['comerciante']
karem barboza quiroz,0.8,['barboza']
alicia cox de larco,0.8,['alicia']
once,0.79,['el once']
periodo,0.78,['período']
cristo moreno,0.77,['cristo moreno en las nazarenas']
rakitic,0.77,['ivan rakitic']
temor,0.77,['sin ningún temor']
estadísticas,0.77,['estadística']
principios,0.76,['principio']
montevideo,0.76,['montevideo miami']
aníbal torres,0.76,['aníbal torres vásquez']
chiesa,0.76,['federico chiesa']
factura,0.73,['fractura']
maría mercedes mamani humpiri,0.73,['maría mamani humpiri']
borges,0.72,['jorge luis borges']
dios,0.72,['san juan de dios']
ad hoc,0.72,['procuraduría ad hoc']
talla,0.71,['toalla']
xii salón de cacao,0.71,['cacao']
russia today,0.71,['today']
la soberanía alimentaria,0.7,['soberanía']
isabel díaz ayuso,0.7,['isabel díaz']
selva,0.7,['la selva']
sindicato,0.7,['sindicato unitario de trabajadores']
señora,0.69,['vieja señora']
ministerio de cultura,0.69,['cultura']
zuckerberg,0.69,['mark zuckerberg']
pico de marfil,0.69,['pico']
luna,0.69,['nil luna']
armas,0.69,['ana de armas']
declaraciones se,0.69,['por un lado están las declaraciones']
liolaemus,0.68,['liolaemus warjantay']
josé ricapa,0.6799999999999999,['josé ricapa de']
gooooooooool,0.6799999999999999,['goooooooool']
1200 pm,0.66,['200 pm']
monumento,0.6599999999999999,['sechín el monumento arqueológico sechín']
danièle obono,0.62,['obono']
jara,0.58,['víctor jara']
