,Word,Ponderado
0,sofía franco,2.05
1,conductora,1.75
2,show,1.58
3,álvaro paz de la barra,1.58
4,hija,1.56
5,modelo,1.54
6,seguidor,1.52
7,instagram,1.48
8,magaly medina,1.48
9,programa,1.48
10,kevin salas,1.39
11,red,1.3
12,pareja,1.27
13,reinas,1.27
14,mariella zanetti,1.26
15,capítulo,1.24
16,expareja,1.23
17,vania bludau,1.23
18,guerra,1.2
19,cantante,1.13
20,edad,1.11
21,amor,1.09
22,estrella torres,1.08
23,alejandra baigorria,0.98
24,melissa paredes,0.98
25,colombiana,0.97
26,cuenta,0.97
27,máscara,0.97
28,eeg,0.96
29,motivo,0.96
30,producción,0.96
31,actor,0.95
32,johanna san miguel,0.94
33,prueba,0.91
34,equipo,0.9
35,padre,0.89
36,relación,0.89
37,shirley arica,0.87
38,hijo,0.86
39,conductor,0.85
40,persona,0.85
41,reality,0.83
42,tema,0.83
43,día,0.82
44,televisión,0.82
45,américa hoy,0.81
46,imagen,0.81
47,américa,0.8
48,sheyla rojas,0.79
49,vez,0.78
50,vida,0.76
51,álbum,0.76
52,poder,0.75
53,casa,0.74
54,año,0.69
55,novio,0.63
56,chism,0.61
57,covid-19,0.61
58,el cantante de cumbia,0.61
59,jamila dahabreh,0.61
60,josé figueroa,0.61
61,vínculo,0.61
62,monstruo de las nieves,0.59
63,personaje,0.59
64,rosángela espinoza,0.59
65,suspensión,0.59
66,apropiación,0.58
67,cabina,0.58
68,cristian rivero,0.58
69,disney plus,0.58
70,estreno,0.58
71,fecha,0.58
72,la voz senior,0.58
73,look,0.58
74,perdón,0.58
75,radio panamericana,0.58
76,tony succar,0.58
77,yahaira plasencia,0.58
78,magaly tv,0.56
79,andrea san martín,0.55
80,arreglo,0.55
81,ex,0.55
82,problema,0.55
83,reconciliación,0.55
84,álvaro paz,0.55
85,competencia,0.54
86,criterio,0.54
87,8 hawkeye,0.52
88,ausencia,0.52
89,brazo,0.52
90,cibernauta,0.52
91,elías montalvo,0.52
92,embarazo,0.52
93,explicación,0.52
94,foto,0.52
95,guerreros puerto rico,0.52
96,hae soo de squid game,0.52
97,karen schwarz,0.52
98,lesión,0.52
99,marilyn manson,0.52
100,melissa klug,0.52
101,muleta,0.52
102,noviembre,0.52
103,park,0.52
104,participante,0.52
105,patricio parodi,0.52
106,paula arias,0.52
107,reacción,0.52
108,ricky martin,0.52
109,rostro,0.52
110,senior,0.52
111,sitio,0.52
112,soltería,0.52
113,sospecha,0.52
114,voz,0.52
115,calidad,0.51
116,cassandra sánchez,0.51
117,cosa,0.51
118,critica,0.51
119,la academia serie de eeg,0.51
120,milett figueroa,0.51
121,valle sagrado de los incas,0.51
122,departamento,0.5
123,familia,0.5
124,matrimonio,0.5
125,méxico,0.5
126,nicola porcella,0.5
127,sacrificio,0.5
128,valery burga,0.5
129,vela,0.5
130,casting,0.49
131,gisela valcárcel,0.49
132,mario irivarren,0.49
133,seguro,0.49
134,canal,0.48
135,carta,0.48
136,gerardo gonzález,0.48
137,horario,0.48
138,tentación,0.48
139,youtuber,0.48
140,edición,0.47
141,figura,0.47
142,la hueva,0.47
143,novedad,0.47
144,secret story,0.47
145,telecinco,0.47
146,amistad,0.46
147,ampay,0.46
148,batalla,0.46
149,compañero,0.46
150,coronavirus,0.46
151,cuarentena,0.46
152,mem,0.46
153,muerte,0.46
154,rap,0.46
155,said palao,0.46
156,stephanie valenzuela,0.46
157,thanos,0.46
158,ultron,0.46
159,bebé,0.45
160,carrera,0.45
161,danna paola,0.45
162,diva,0.45
163,justicia,0.45
164,ko,0.45
165,latin grammy,0.45
166,laura bozzo,0.45
167,mar,0.45
168,nominación,0.45
169,siddhartha,0.45
170,yuya,0.45
171,agrupación,0.44
172,belleza,0.44
173,crítica,0.44
174,fanático,0.44
175,pamela franco,0.44
176,papel,0.44
177,reina,0.44
178,trabajo,0.44
179,acercamiento,0.43
180,antonio pavón,0.43
181,guadalajara,0.43
182,jorge alejandro,0.43
183,renier izquierdo,0.43
184,sir winston,0.43
185,blanco,0.42
186,broma,0.42
187,christian domínguez,0.42
188,contrario,0.42
189,emisión,0.42
190,gian piero díaz,0.42
191,guerreros,0.42
192,herrera,0.42
193,nadie,0.42
194,puerto,0.42
195,rico,0.42
196,sánchez,0.42
197,christian,0.41
198,giselo,0.41
199,mejor,0.41
200,refuerzo,0.41
201,fraude,0.4
202,fuga,0.4
203,larry ramos,0.4
204,mensaje,0.4
205,ninel conde,0.4
206,bailarina,0.39
207,belén estévez,0.39
208,canción,0.39
209,carlos álvarez,0.39
210,delincuencia,0.39
211,delincuente,0.39
212,dupla,0.39
213,el gran show,0.39
214,liberación,0.39
215,país,0.39
216,actriz,0.38
217,adn,0.38
218,andrea llosa,0.38
219,blackpink,0.38
220,bts,0.38
221,cabo,0.38
222,cita,0.38
223,coldplay,0.38
224,concurso,0.38
225,countdown,0.38
226,dayanita,0.38
227,donghae,0.38
228,elf,0.38
229,emmanuel,0.38
230,esa triste guitarra,0.38
231,escenario,0.38
232,eunhyuk,0.38
233,final,0.38
234,full,0.38
235,got7,0.38
236,idols,0.38
237,imitador,0.38
238,josé eduardo pinedo,0.38
239,lanzamiento,0.38
240,lentejuela,0.38
241,mark tuan,0.38
242,mv de “,0.38
243,my,0.38
244,natalie vértiz,0.38
245,octubre,0.38
246,peruano,0.38
247,raúl gutiérrez,0.38
248,resultado,0.38
249,rosé,0.38
250,rumor,0.38
251,setiembre,0.38
252,super junior d&ampe,0.38
253,traje,0.38
254,tv,0.38
255,universe,0.38
256,video,0.38
257,vivo,0.38
258,youtube,0.38
259,alcalde,0.37
260,desamor,0.37
261,detalle,0.37
262,empresaria,0.37
263,evelyn vela,0.37
264,experiencia,0.37
265,farándula,0.37
266,jovencita,0.37
267,la molina álvaro paz de la barra,0.37
268,millett figueroa,0.37
269,miniserie,0.37
270,parte,0.37
271,paso,0.37
272,retoque,0.37
273,comedia,0.33
274,expectativa,0.33
275,nano,0.33
276,pili,0.33
277,público,0.33
278,reencuentro,0.33
279,terapia,0.33
280,cheer up,0.28
281,dancer,0.28
282,detective,0.28
283,el juego del calamar,0.28
284,fan,0.28
285,hit,0.28
286,joon,0.28
287,main,0.28
288,momo míralo,0.28
289,ritmo,0.28
290,squid game,0.28
291,wi,0.28
