,Name,KeywordsByWord
38,andré bretón surrealismo,"['andré bretón surrealismo', 'marxismo', 'andré bretón surrealismo', 'marxismo']"
39,alemania,"['represalia', 'rt', 'censura', 'plataforma', 'moscú', 'video', 'alemania', 'decisión', 'rusia', 'alemania berlín', 'televisión', 'cuenta', 'suspensión', 'empresa', 'youtube', 'frente', 'alemania', 'jov', 'encuentro', 'negociación', 'selfie', 'solas', 'alemania', 'coalición', 'día', 'gobierno', 'clave', 'fuerza', 'posición', 'rt', 'russia today', 'alemania', 'decisión', 'rusia', 'berlín', 'cuenta', 'la plataforma de videos', 'información', 'youtube']"
40,mediodía,['mediodía']
41,víctima,"['delito', 'mujer', '2021', 'trata', 'año', 'muchas', 'violencia', 'perú', 'desaparición', 'víctima', 'respecto', 'niña', 'número', 'penitenciaría', 'país', 'litoral', 'prisión', 'víctima', 'amotinamiento', 'fuerza', 'escena', 'madrugada', 'hermano', 'año', 'texas', 'víctima', 'policía', 'gemela', 'maltrato', 'bebé', 'guardería', 'florida', 'empleada', 'víctima', 'pierna', 'fractura', 'policía']"
42,premio,"['español', 'premio', 'suerte', 'premio', 'lotería', 'ganador']"
43,colegio de abogados de áfrica,"['violación', 'respeto', 'caso', 'miércoles', 'derecho', 'colegio de abogados de áfrica', 'fin', 'estado', 'continente', 'diplomático', 'órden', 'violación', 'respeto', 'caso', 'miércoles', 'derecho', 'colegio de abogados de áfrica', 'fin', 'estado', 'continente', 'diplomático', 'órden']"
44,marco,"['luis arce', 'gobernador', 'presidente', 'declaración', 'marco', 'acto', 'luis fernando camacho', 'efeméride', 'actitud', 'arma', 'eliminación', 'creación', 'país', 'favor', 'organización', 'representante', 'zona', 'marco', 'geng shuangratificó', 'aniversario', 'posición', 'arma', 'eliminación', 'creación', 'país', 'favor', 'organización', 'representante', 'zona', 'marco', 'geng shuangratificó', 'aniversario', 'posición', 'semana', 'mujer', 'aborto', 'gestación', 'marco', 'sala de la cámara de diputados', 'día de acción global', 'debate', 'despenalización', 'jornada']"
45,decena,"['decena', 'presidente', 'lópez obrador', 'mujer', 'día', 'aborto', 'género', 'violencia', 'derecho', 'fin', 'movimiento', 'ciudad de méxico', 'decena', 'centro', 'fiscalía', 'preso', 'año', 'motín', 'decena', 'centro', 'fiscalía', 'preso', 'año', 'motín']"
46,comunidad,"['comunidad', 'detalle', 'actualidad', 'información', 'análisis', 'estados unidos', 'economía', 'aporte', 'comunidad']"
47,grupo,"['segunda guerra mundial', 'frontera', 'grupo', 'año', 'alemán', 'la india', 'grupo', 'honduras', 'hispano', 'joven', 'frontera', 'tarde', 'testimonio', 'grupo', 'migrant', 'reportaje', 'horror', 'machete', 'parte']"
48,problema,"['problema', 'suministro', 'cadena', 'reino unido', 'dióxido', 'problema', 'hostelería', 'comercio', 'carbono', 'escasez', 'camión', 'conductor', 'límite', 'problema', 'grado', 'salud', 'elemento', 'exposición']"
49,fumio kishida,"['votación', 'cargo', 'ministro', 'yoshihide', 'elección', 'año', 'octubre', 'líder', 'partido liberal democrático', 'fumio kishida', 'ministro de asuntos exteriores', 'país', 'elección', 'septiembre', 'gobernante', 'partido liberal democrático', 'fumio kishida', 'ministro de asuntos exteriores', 'país', 'elección', 'septiembre', 'gobernante', 'partido liberal democrático', 'fumio kishida']"
50,casa,"['peligro', 'carrera', 'químico', 'casa', 'familiar', 'miya marcano', 'casa', 'joven', 'vigilia', 'enn orlando florida', 'frente', 'atlántico', 'residente', 'volcán', 'casa', 'toalla', 'lava', 'autoridad', 'cinta', 'ventana', 'la palma', 'isla', 'gas', 'puerta']"
51,día internacional de concientización sobre pérdida y desperdicio de alimentos,"['programa para el medio ambiente', 'miércoles', 'celebración', 'día internacional de concientización sobre pérdida y desperdicio de alimentos', 'programa para el medio ambiente', 'miércoles', 'celebración', 'día internacional de concientización sobre pérdida y desperdicio de alimentos']"
52,más→,"['seguridad', 'intento', 'alianza', 'avance', 'más→', 'pacto', 'tecnología', 'defensa', 'seguridad', 'intento', 'alianza', 'avance', 'más→', 'pacto', 'tecnología', 'defensa', 'seguridad', 'intento', 'alianza', 'avance', 'más→', 'pacto', 'tecnología', 'defensa']"
53,asesor,"['covid', 'presidente', 'autorización', 'cóctel', 'médico', 'asesor', 'paciente', 'empresa', 'comisión parlamentaria de investigación', 'prevent senior', 'covid', 'presidente', 'autorización', 'cóctel', 'médico', 'asesor', 'paciente', 'empresa', 'comisión parlamentaria de investigación', 'prevent senior', 'covid', 'presidente', 'autorización', 'médico', 'asesor', 'coctel', 'paciente', 'empresa', 'comisión parlamentaria de investigación', 'prevent senior']"
54,necesito escapar de chile eso,['necesito escapar de chile eso']
55,edad,"['día', 'año', 'edad', 'joven', 'entorno', 'edad', 'estímulo', 'sentido', 'olfato', 'gusto', 'educativa', 'año']"
56,nivel,"['nivel', 'hígado', 'exceso', 'alcohol', 'diferencia', 'ibuprofeno', 'órgano', 'paracetamol', 'daño', 'niño', 'nivel', 'sangre', 'plomo', 'año']"
57,lucha,"['uruguay', '/es', 'lucha', 'américa latina  mujeres', 'país', 'aborto', 'región', 'argentina', 'martes', 'derecho', 'cuba', 'fecha', 'méxico', 'poema', 'vida', 'lucha', 'julia de burgos', 'sueño', 'puerto rico', 'collar', 'familiar', 'miya marcano', 'lucha', 'detalle', 'sangre', 'joven', 'desaparición', 'signo', 'habitación']"
58,crimen,"['momento', 'crimen', 'saldo', 'masacre', 'ecuador', 'fiscalía de méxico', 'científico', 'crimen', 'conacyt', 'batalla', 'clave']"
59,trabajador,"['forma', 'calidad', 'sueldo', 'yo sigo', 'concierto', 'cuerpo', 'esfuerzo', 'apellido', 'hora', 'meto', 'trabajador', 'inmigrante', 'mayoría', 'beneficiado', 'fábrica', 'textil', 'trabajador', 'hora', 'ley', 'california']"
60,prensa,"['asesinato', 'creación', 'favor', 'organización', 'periodista', 'gobierno', 'cuenta', 'tribunal', 'prensa', 'libertad', 'ee', 'asesinato', 'medio', 'cuernavaca', 'fiscalía', 'país', 'intimidación', 'tiro', 'ama', 'año', 'portal', 'prensa', 'manuel gonzález reyes', 'méxico', 'familia', 'autoridad', 'conferencia', 'nueva york', 'esfuerzo', 'apoyo', 'prensa', 'joven', 'petito']"
61,federación sindical de la administración nacional de combustible,"['objetivo', 'industria', 'paro', 'gobierno', 'hora', 'federación sindical de la administración nacional de combustible', 'empresa']"
62,atención,"['peligro', 'vida', 'llamado', 'atención', 'regla', 'millón', 'organismo', 'año', 'persona', 'fin', 'enemigo', 'usas', 'atención', 'vajilla', 'plomo', 'envenenamiento']"
63,isla,"['lengua', 'llegada', 'explosión', 'mar', 'lava', 'agua', 'nube', 'colada', 'noche', 'martes', 'ola', 'experto', 'isla', 'cumbre vieja', 'atlántico', 'residente', 'volcán', 'casa', 'toalla', 'lava', 'autoridad', 'cinta', 'ventana', 'la palma', 'isla', 'gas', 'puerta', 'calidad', 'aire', 'lava', 'autoridad', 'agua', 'nube', 'colada', 'canarias españa', 'la palma', 'isla', 'contacto', 'formación']"
64,referéndum,"['revocación', 'autoridad', 'ministro', 'enero', 'elección', 'referéndum', 'noviembre', 'revocación', 'autoridad', 'ministro', 'enero', 'elección', 'referéndum', 'noviembre']"
65,cerebro,"['forma', 'cerebro']"
66,sistema,"['guayaquil', 'sistema', 'prisión', 'ecuador', 'amotinamiento', 'gas', 'corrosión', 'volcán', 'mar', 'lava', 'agua', 'nube', 'sistema', 'efecto', 'la palma', 'contacto']"
67,exmandatario,"['familia', 'crítica', 'situación', 'blindaje', 'persecución', 'exmandatario', 'vicepresidenta', 'familia', 'crítica', 'situación', 'blindaje', 'persecución', 'exmandatario', 'vicepresidenta']"
68,biden,"['dilema', 'tema', 'biden', 'liberales']"
69,koeman,"['koeman', 'barcelona', 'benfica', 'área', 'inopia', 'concesión', 'koeman', 'portugal', 'pizarra', 'barcelona', 'marea', 'jugador', 'europa', 'bayern']"
70,parlamento alemán,"['parlamento alemán', 'historia', 'jov']"
71,profesora,"['ingeniería', 'ministra', 'vez', 'profesora', 'túnez', 'escuela', 'najla bouden ramadhane', 'mujer', 'año', 'canadá', 'profesora', 'universidad de british columbia', 'migrant', 'ola', 'bbc mundo']"
72,cóctel,"['covid', 'presidente', 'autorización', 'cóctel', 'médico', 'asesor', 'paciente', 'empresa', 'comisión parlamentaria de investigación', 'prevent senior', 'covid', 'presidente', 'autorización', 'cóctel', 'médico', 'asesor', 'paciente', 'empresa', 'comisión parlamentaria de investigación', 'prevent senior']"
73,premios emmy,"['premios emmy', 'galardón']"
74,cumbre vieja,"['lengua', 'llegada', 'explosión', 'mar', 'lava', 'agua', 'nube', 'colada', 'noche', 'martes', 'ola', 'experto', 'isla', 'cumbre vieja', 'momento', 'residente', 'contacto', 'volcán', 'mar', 'lava', 'reuters', 'ap', 'imágenes', 'magma', 'océano atlántico', 'gas', 'cumbre vieja']"
75,litoral,"['número', 'penitenciaría', 'país', 'litoral', 'prisión', 'víctima', 'amotinamiento', 'fuerza', 'llegada', 'condición', 'volcán', 'no', 'mar', 'lava', 'embargo', 'litoral', 'bomba', 'efecto', 'reacción', 'la palma', 'explosión']"
76,gente,"['gente', 'zona', 'precaución']"
77,kelly,"['autoridad', 'dinero', 'kelly', 'mn']"
78,google,"['google', 'frase', 'orden', 'comilla']"
79,octubre,"['votación', 'cargo', 'ministro', 'yoshihide', 'elección', 'año', 'octubre', 'líder', 'partido liberal democrático', 'fumio kishida', 'década', 'público', 'the police', 'música', 'espaldas→', 'efe', 'final', 'año', 'músico', 'octubre', 'setenta', 'bajista', 'roxanne', 'vocalista']"
80,memoria,"['fotógrafo', 'cabecera', 'libro', 'médicos sin fronteras', 'historia', 'organización', 'memoria', 'fotografía', 'olvido', 'parte', 'través', 'fotógrafo', 'cabecera', 'libro', 'historia', 'organización', 'memoria', 'fotografía', 'olvido', 'parte', 'través']"
81,patrimonio,"['britney spears', 'detalle', 'jueza', 'patrimonio', 'tutor', 'padre']"
82,report,"['report', 'región', 'reporte', 'directo', 'contagiados 232865405 fallecidos 4767363', 'información']"
83,marcha,"['enfrentamiento', 'proaborto', 'marcha', 'ciudad de méxico', 'manifestante', 'policía']"
84,gabby petito,"['parque', 'gabby petito', 'caso', 'persona', 'ayuda']"
85,humano,"['humano', 'investigación', 'teoría', 'año', '/ju', 'persona']"
86,del río,"['familia', 'frontera', 'obama', 'del río', 'crisis', 'dificultad']"
87,masacre,"['momento', 'crimen', 'saldo', 'masacre', 'ecuador']"
88,explotación,"['empleado', 'promesa', 'explotación', 'francia', 'oms', 'abuso']"
89,puerto príncipe,"['condición', 'autoridad', 'puerto príncipe', 'país', 'migrant', 'garantía', 'méxico']"
90,camino,"['revés', 'millón', 'ciudadanía', 'plan', 'senado', 'camino']"
91,consejo nacional electoral de venezuela,"['consejo nacional electoral de venezuela', 'noviembre', 'observador', 'comicio', 'ue', 'invitación']"
92,informe,"['número', 'informe', 'junio', 'semana', 'disminución', 'oms', 'muerto', 'ee']"
93,cristiano ronaldo,"['minuto', 'partido', 'gol', 'cristiano ronaldo', 'reloj', 'manchester united']"
94,conjunto,"['minuto', 'rakitic', 'conjunto', 'gol', 'empate', 'penalti', 'lopetegui']"
95,corea del norte,"['tensión', 'misil', 'ensayo', 'éxito', 'corea del norte', 'escalada']"
96,temor,"['colegio', 'madre', 'hija', 'año', 'afganistán', 'ayuda', 'cecilia bernal', 'temor', 'informa']"
97,demócratas,"['contrarreloj', 'senado', 'asunto', 'gobierno', 'miércoles', 'plan', 'fondo', 'demócratas', 'deuda']"
98,negocio,"['votarán', 'vacunación', 'medida', 'bar', 'los ángeles', 'negocio', 'comprobante']"
99,gestación,"['semana', 'mujer', 'aborto', 'gestación', 'marco', 'sala de la cámara de diputados', 'día de acción global', 'debate', 'despenalización', 'jornada']"
