,Name,KeywordsByWord
24,serie b,"['minuto', 'serie b', 'victoria', 'lapadula', 'benevento', 'instantánea', 'red', 'bus', 'triunfo', 'serie b', 'compañero', 'benevento', 'gianluca lapadula', 'daam foulon', 'vamos', 'fecha', '71', 'condición', 'visitante', 'equipo', 'delantero', 'choque', 'serie b', 'punto', 'ascoli', 'benevento', 'gianluca lapadula', 'luis gonzáles', 'm sau', 'fecha', 'minuto', 'serie b', 'punto', 'los goles', 'ascoli', 'puesto', 'benevento', 'insigne', 'gianluca lapadula']"
25,horario,"['tv', 'horario', 'arsenal', 'vivo', 'canal', 'guía', 'river plate', 'liga profesional', 'tv', 'horario', 'canal', 'psg', 'lyon', 'ligue 1', 'vs', 'francia', 'tv', 'horario', 'real madrid', 'vivo', 'canal', 'laliga santander', 'valencia', 'año', 'tnt', 'horario', 'premios emmy 2021 online en vivo', 'fecha', 'horario', '*', 'golperu', 'vivo', 'canal', 'buenos días hoy', 'hd', 'movistar', 'partidazo', 'antesala', 'inicio', 'fase 2']"
26,lima,"['flor salvador quién', 'revuelo', 'aglomeración', 'sábado', 'autora', 'lima', 'jornada', 'vacunafest', 'segundo', 'callao', 'lima']"
27,liga 1,"['fecha', 'transmisión', 'liga 1', 'vivo', 'partido', 'san martín', 'vs', 'sport huancayo', 'universitario', 'deportivo municipal cuándo', 'hora', 'liga 1', 'universitario', 'golperu', 'deportivo municipal', 'liga 1', 'fecha', 'liga 1', 'academia cantolao 0 d millán', 'césar vallejo', 'fase']"
28,ligue 1,"['minuto', 'manera', 'trauco', 'ligue 1', 'día', 'tv', 'horario', 'canal', 'psg', 'lyon', 'ligue 1', 'vs', 'francia', 'espn', 'olympique lyon', 'messi', 'psg', 'ligue 1', 'local', 'saint étienne', 'minutos', '67', 'jornada', 'miguel trauco', 'choque', 'bordeaux', 'ligue 1', 'condición', 'tuvo', 'minuto', 'fecha', 'miguel trauco', 'bordeaux', 'ligue 1', 'saint-étienne']"
29,campana,"['binacional video', 'campana', 'sport boys', 'vuelta', 'el', 'frente', 'campana', 'lucas', 'alma', 'estadio monumental', 'resultado', 'puesto', 'misilera', 'copa sudamericana', 'celébralo', 'acción', 'forma', 'campana', 'tanto', 'golazo lucas', 'luis ramírez', 'jostin alarcón']"
30,luis advíncula,"['rostro', 'boca', 'tucumán', 'falta', 'luis advíncula', 'video', 'planchazo', 'vs', 'peruanos', 'pm', 'banca', 'carlos zambrano', 'luis advíncula', 'sábado', 'suplente', 'titular', 'atlético tucumán', 'boca juniors', 'liga profesional de argentina', 'minuto', 'exequipo', 'tabla', 'jornada', 'solo', 'luis advíncula', 'getafe', 'gol', 'punto', 'rayo vallecano', 'tan', 'tigre', 'radamel falcao', 'laliga', 'boca', 'partido', 'luis advíncula', 'cuando', 'racing', 'insulto', 'vs', 'encuentro', 'árbitro', 'fecha', 'minuto', 'campo', 'lugar', 'carlos zambrano', 'luis advíncula', 'punto', 'liga argentina', 'juego', 'atlético tucumán', 'boca juniors']"
31,premier league,"['vía', 'espn', 'fecha', 'vivo', 'manchester united', 'west ham', 'premier league', 'vs', 'jugador', 'sterling', 'barcelona', 'fichaje', 'premier league', 'manchester city', 'southampton', 'premier league', 'empate', 'dt', 'minuto', 'manchester city', 'pep guardiola', 'calendario', 'southampton', 'gol', 'día', 'premier league', 'empate', 'fecha', 'sadio mané', 'victoria', 'mohamed salah', 'crystal palace', 'premier league', 'liverpool', 'naby keita', 'firme']"
32,hernán barcos,"['selección', 'oslimg mora', 'mensaje', 'pirata', 'contundente', 'hernán barcos', 'las palabras de', 'crítica', 'aldo corzo', 'josé luis carranza', 'tema', 'equipo', 'puma” carranza', 'hernán barcos', 'primera', 'aldo corzo foto', 'respuesta', 'convocatoria', 'hernán barcos', 'yoshimar yotún']"
33,torneo,"['fecha', 'torneo', 'objetivo', 'triunfo', 'tanto', 'cupo', 'reto', 'joao villamarín', 'fase 2', 'torneo', 'estoy contento de volver', 'delantero', 'posibilidad', 'gol', 'joao villamarín', 'encuentro', 'nosotros', 'unidad', 'equipazo', 'estrella', 'torneo', 'jornada', 'cuadro', 'bochum', 'am', 'bayern múnich', 'bundesliga', 'minuto', 'torneo', 'pedro aquino', 'equipo', 'tabla', 'derrota', 'toluca', 'gol', 'punto', 'cantidad', 'titular', 'compatriota', 'américa', 'diferencia', 'liga mx nuestro']"
34,messi,"['espn', 'olympique lyon', 'messi', 'psg', 'ligue 1', 'leonardo', 'xl', 'cláusula', 'messi', 'psg', 'salario', 'confidencialidad']"
35,jugador,"['jugador', 'patada', 'championship video', 'luton', 'solo', 'jugador', 'sterling', 'barcelona', 'fichaje', 'premier league', 'jugador', 'trabajo', 'esfuerzo', 'objetivo', 'ytalo manzo dt', 'fase 2', 'jugador', 'minuto', 'rodrigo vilca', 'equipo', 'hinchada', 'doncaster rovers', 'triunfo', 'foto', 'morecambe', 'pedido', 'fila', 'fanático', 'peruano', 'expulsado lucas rodríguez', 'jugador', 'cancha', 'tarjeta']"
36,arranca la segunda parte,"['minuto', 'fecha', 'arranca la segunda parte', 'coloso de ate', 'fase 2', 'minuto', 'fecha', 'arranca la segunda parte', 'coloso de ate', 'fase 2']"
37,peruano,"['millón', 'peruano', 'coronavirus', 'covid-19', 'toda la confianza raúl ruidíaz', 'duelo', 'pm', 'mls', 'cuadro', 'sábado', 'punto', 'real salt lake', 'titular', 'conferencia oeste', 'peruano', 'seattle sounders', 'golazo', 'mls', 'bombazo', 'partido', 'confianza', 'orejas', 'edison flores', 'peruano', 'jugador', 'minuto', 'rodrigo vilca', 'equipo', 'hinchada', 'doncaster rovers', 'triunfo', 'foto', 'morecambe', 'pedido', 'fila', 'fanático', 'peruano']"
38,city,"['descanso', 'duelo', 'city', 'pep guardiola', 'southampton', 'tiempo', 'derby de manchester', 'mercado', 'city', 'declan rice', 'united', 'koeman', 'city', 'invierno', 'barcelona', 'refuerzo']"
39,juego,"['campo', 'aficionado', 'partido', 'juego', 'ligue 1 video', 'patricio arce', 'campo', 'expulsión donald millán', 'hombre', 'juego', 'volante', 'forcejeo', 'iván elías moreno', 'calidad', 'balón', 'gol', 'estadio', 'juego', 'fondo', 'renzo garcés', 'credencial', 'fecha', 'minuto', 'campo', 'lugar', 'carlos zambrano', 'luis advíncula', 'punto', 'liga argentina', 'juego', 'atlético tucumán', 'boca juniors']"
40,bus,"['ladrón', 'viral ladrones reciben terrible golpiza', 'bus', 'video', 'atraco', 'mes', 'bus', 'prisión', 'joven', 'miraflores', 'chofer', 'scooter', 'instantánea', 'red', 'bus', 'triunfo', 'serie b', 'compañero', 'benevento', 'gianluca lapadula', 'daam foulon']"
41,gl de,"['equipo', 'lucas campana', 'estadio', 'marcador', 'vuelta', 'boys', 'sport', 'gl de', 'monumental', 'cuadro', 'monumental', 'estadio', 'joao villamarín', 'boys', 'sport', 'gl de', 'paridad', 'mario palomino', 'equipo', 'monumental', 'estadio', 'binacional', 'gl de', 'fc', 'felipe rodríguez', 'penal', 'equipo', 'carlos a mannucci de', 'estadio', 'gl de', 'monumental']"
42,club,"['wayne rooney', 'club', 'concurso', 'derby county', 'acreedor']"
43,movistar,"['fecha', 'cerramos', 'este', 'domingo', 'hd', 'septiembre', '⏲ 300 pm', 'movistar', 'partidazo', 'fase', 'fecha', 'domingo', 'hd', 'septiembre', 'movistar', 'vitales  fase 2', 'am', '⏲ 1000', 'puntos', 'fecha', 'sintoniza', 'hd', 'movistar', 'inicia una nueva edición de', 'fase 2', 'fecha', 'horario', '*', 'golperu', 'vivo', 'canal', 'buenos días hoy', 'hd', 'movistar', 'partidazo', 'antesala', 'inicio', 'fase 2']"
44,binacional video,"['binacional video', 'campana', 'sport boys', 'vuelta', 'binacional video', 'clase', 'sport boys', 'cachito villamarín']"
45,comentario,"['voz', 'fecha', 'fase 2', 'partido', 'comentario', 'las voces', 'narración', 'voz', 'fecha', 'fase 2', 'partido', 'comentario', 'las voces', 'narración', 'voz', 'fecha', 'fase 2', 'partido', 'comentario', 'las voces', 'narración']"
46,victoria,"['minuto', 'serie b', 'victoria', 'lapadula', 'benevento', 'fecha', 'sadio mané', 'victoria', 'mohamed salah', 'crystal palace', 'premier league', 'liverpool', 'naby keita', 'firme', 'gracias', 'final', 'chile', 'victoria', 'campeonato sudamericano de voleibol 2021 nuestras chicas', 'parcial', 'perú', 'participación', 'perú22 vamos perú', 'pablo varillas 6/6', 'minuto', '0damir', 'victoria', 'copa davis', 'día', 'nicolas', 'encuentro', 'varillas']"
47,aldo corzo,"['selección', 'oslimg mora', 'mensaje', 'pirata', 'contundente', 'hernán barcos', 'las palabras de', 'crítica', 'aldo corzo', 'josé luis carranza', 'tema', '“', 'josé carvallo', 'aldo corzo']"
48,orlando núñez,"['valoración', 'orlando núñez', 'punto', 'volante', 'empatamos', 'objetivo', 'equipo', 'orlando núñez', 'por lo menos no se perdió', 'partido', 'volante', 'encuentro', 'arquímedes figuera', 'falta', 'orlando núñez', 'gol', 'tarjeta', 'cotejo']"
49,bayern munich,"['claras', 'delantero', 'bayern munich', 'honor', 'resultado', 'fc barcelona', 'dirección', 'memphis', 'situación', 'cosas', 'volveremos', 'jornada', 'paliza', 'bávaros', 'bayern munich', 'choque', 'champions league', 'bochum', 'bundesliga', 'figura', 'momento', 'el extremo alemán', 'equipo', 'partido', 'bayern munich', 'leroy sané', 'gol', 'asistencia', 'bávaro']"
50,radamel falcao,"['debut', 'rayo vallecano', 'video', 'ovación', 'radamel falcao', 'hincha', 'disfraz', 'rayo vallecano', 'sensación', 'tigre', 'radamel falcao', 'minuto', 'exequipo', 'tabla', 'jornada', 'solo', 'luis advíncula', 'getafe', 'gol', 'punto', 'rayo vallecano', 'tan', 'tigre', 'radamel falcao', 'laliga']"
51,carlos a mannucci de,"['felipe rodríguez', 'penal', 'equipo', 'carlos a mannucci de', 'estadio', 'gl de', 'monumental']"
52,tucumán video,"['contraataque letal', 'atlético', 'montes', 'tucumán video', 'vs', 'boca juniors', 'lópez', 'tucumán video', 'media vuelta', 'vs', 'boca juniors']"
53,fútbol,"['fecha', 'fútbol', 'septiembre', 'la relación de radamel falcao', 'defensor', 'momento', 'fútbol', 'cantó clarito', 'alegría', 'crítica', 'moldavia', 'exjugador', 'gustavo dulanto sergio ibarra', 'liga', 'europa']"
54,dc united,"['golazo', 'dc united', 'mls', 'bombazo', 'video', 'edison flores', 'atlanta united', 'dc united', 'golazo', 'mls', 'jornada', 'bombazo', 'choque', 'tremendo', 'edison flores', 'orejas', 'volante', 'mira', 'fecha', 'atlanta united', 'dc united', 'minuto', 'mls', 'conferencia este', 'tanto', 'edison flores']"
55,deportivo municipal,"['universitario', 'golperu', 'deportivo municipal', 'liga 1']"
56,falta,"['rostro', 'boca', 'tucumán', 'falta', 'luis advíncula', 'video', 'planchazo', 'vs', 'rostro', 'falta', 'tanto', 'comentarista', 'video', 'advíncula', 'arquímedes figuera', 'falta', 'orlando núñez', 'gol', 'tarjeta', 'cotejo']"
57,felipe rodríguez,"['ventaja tricolor', 'fecha', 'postal', 'felipe rodríguez', 'gol', 'estadio', 'monumental mira', 'encuentro', 'fase 2', 'felipe rodríguez', 'llegó el primero', 'penal', ""estadio monumental grítalo 'felucho"", 'frente', 'felipe rodríguez', 'penal', 'equipo', 'carlos a mannucci de', 'estadio', 'gl de', 'monumental']"
58,oncena,"['fecha', 'estadio monumental', 'alineaciones', 'oncena', 'fase 2', 'fecha', 'equipo', 'estadio monumental', 'listos', 'oncena', 'fase 2']"
59,copa davis,"['duelo', 'sergio galdos', 'jorge panta', 'tomislav brkic', 'representante', 'jornada', 'dupla', 'copa davis', 'mirza basic', 'tenis', 'presencia', 'global', 'pm', 'deporte', 'sports', 'amistoso internacional - fútbol femenino', 'campeonato sudamericano de voleibol', 'copa davis', 'directv', 'perú22 vamos perú', 'pablo varillas 6/6', 'minuto', '0damir', 'victoria', 'copa davis', 'día', 'nicolas', 'encuentro', 'varillas', 'dobles', 'link', 'global tv', 'canal', 'copa davis', 'escríbeno', 'competencia', 'casa', 'vamos perú', 'transmisión']"
60,doncaster,"['doncaster', 'hincha', 'rodrigo vilca', 'triunfo', 'video', 'doncaster', 'duelo', 'rodrigo vilca', 'buena victoria', 'jornada', 'morecambe', '79', 'english league one']"
61,red,"['red', 'forma', 'papá', 'viral niño', 'video', 'hermanito', 'instantánea', 'red', 'bus', 'triunfo', 'serie b', 'compañero', 'benevento', 'gianluca lapadula', 'daam foulon']"
62,rodrigo vilca,"['doncaster', 'hincha', 'rodrigo vilca', 'triunfo', 'video', 'jugador', 'minuto', 'rodrigo vilca', 'equipo', 'hinchada', 'doncaster rovers', 'triunfo', 'foto', 'morecambe', 'pedido', 'fila', 'fanático', 'peruano', 'doncaster', 'duelo', 'rodrigo vilca', 'buena victoria', 'jornada', 'morecambe', '79', 'english league one']"
63,rayo vallecano,"['debut', 'rayo vallecano', 'video', 'ovación', 'radamel falcao', 'hincha', 'disfraz', 'rayo vallecano', 'sensación', 'tigre', 'radamel falcao', 'minuto', 'exequipo', 'tabla', 'jornada', 'solo', 'luis advíncula', 'getafe', 'gol', 'punto', 'rayo vallecano', 'tan', 'tigre', 'radamel falcao', 'laliga']"
64,vacunatorio de plaza norte,"['vacunatorio de plaza norte', 'mantenimiento', 'septiembre']"
65,la mejor manera de defendernos,"['la mejor manera de defendernos', 'gol', 'carlos desio dt', 'situación']"
66,gianluca lapadula,"['instantánea', 'red', 'bus', 'triunfo', 'serie b', 'compañero', 'benevento', 'gianluca lapadula', 'daam foulon', 'vamos', 'fecha', '71', 'condición', 'visitante', 'equipo', 'delantero', 'choque', 'serie b', 'punto', 'ascoli', 'benevento', 'gianluca lapadula', 'luis gonzáles', 'm sau', 'fecha', 'minuto', 'serie b', 'punto', 'los goles', 'ascoli', 'puesto', 'benevento', 'insigne', 'gianluca lapadula']"
67,juan pablo varillas,"['set', 'triunfo', 'dzumhur', 'bosnio', 'juan pablo varillas', 'serie', 'el tenista peruano', 'perú', 'momento', 'damir dzumhur', 'copa davis el encuentro', 'racha', 'juan pablo varillas']"
68,carlos desio dt,"['la mejor manera de defendernos', 'gol', 'carlos desio dt', 'situación']"
69,vuelta,"['binacional video', 'campana', 'sport boys', 'vuelta', 'equipo', 'lucas campana', 'estadio', 'marcador', 'vuelta', 'boys', 'sport', 'gl de', 'monumental']"
70,el salvador,"['partido por la fecha 11 de la', 'final', 'el salvador', 'estadio', 'iván elías moreno de villa', 'fase 2', 'fecha', 'final', 'el salvador', 'primer tiempo', 'estadio', 'iván elías moreno de villa', 'fase 2']"
71,liga mx,"['duelo', 'fecha', 'semana', 'pm', 'liga mx', 'delantero', 'instante', 'titular', 'santiago ormeño', 'juárez', 'león', 'fecha', 'minuto', 'torneo apertura', 'liga mx', 'necaxa', 'anderson santamaría', 'atlas']"
72,ytalo manzo dt,"['jugador', 'trabajo', 'esfuerzo', 'objetivo', 'ytalo manzo dt', 'fase 2']"
73,últimos 45 minutos,"['últimos 45 minutos', 'estadio', 'cotejo', 'parte', 'monumental']"
74,directv sports,"['selección', 'sudamericano femenino', 'fecha', 'pm', 'sigamos alentando', 'chile', 'partido', 'señal', 'hd', 'través', 'barrancabermeja', 'directv sports', 'vamo', 'sd/', 'perú', 'clave', 'carlos fernandez', 'global tv', 'sudamericano perú', 'fpf play', 'panamericano', 'día', 'amistoso perú', 'directv sports', 'copa davis perú']"
75,miguel trauco,"['local', 'saint étienne', 'minutos', '67', 'jornada', 'miguel trauco', 'choque', 'bordeaux', 'ligue 1', 'condición', 'tuvo', 'minuto', 'fecha', 'miguel trauco', 'bordeaux', 'ligue 1', 'saint-étienne']"
76,hincha,"['doncaster', 'hincha', 'rodrigo vilca', 'triunfo', 'video', 'hincha', 'disfraz', 'rayo vallecano', 'sensación', 'tigre', 'radamel falcao']"
77,primera ronda,"['nerman fatic', 'nicolás álvarez', 'parcial', 'selección peruana de tenis', 'bosnia y herzegovina', 'serie', 'primera ronda', 'grupo mundial', 'ganamos', 'perú', 'frente', 'bosnia &amp herzegovina', 'grupo mundial i', '0nerman fatic', 'copa davis  2nicolás álvarez', 'serie', 'primera ronda', 'ganamos']"
78,representante de dos santos,"['universitario', 'regreso', 'representante de dos santos', 'delantero']"
79,cambio,"['norte', 'cambio', 'costa verde', 'sentido', 'geomalla', 'sur', 'barranco', 'tramo', 'cambio', 'carlos bustos', 'equipo', 'triunfo', 'blanquiazul', 'profesor']"
80,carlos fernandez,"['semifinal', 'campeonato panamericano u19 vamos', 'carlos fernandez', 'transmisión', 'alentemos', 'enlace', 'perú', 'carlos fernandez', 'global tv', 'sudamericano perú', 'fpf play', 'panamericano', 'día', 'amistoso perú', 'directv sports', 'copa davis perú']"
81,bale,"['enfermería', 'molestia', 'ancelotti', 'lesión', 'real madrid', 'bale', 'hazard', 'mes', 'real madrid', 'próximo', 'bale', 'justo']"
82,bosnia,"['nerman fatic', 'perú', 'equipo', 'triunfo', 'serie', 'bosnia', 'nico álvarez']"
83,serie a,"['vía', 'espn', 'ac milan', 'vivo', 'juventus', 'jornada 4', 'serie a', 'vs', 'fecha', 'edin dzeko', 'bolonia', 'inter', 'doblete', 'lautaro martínez', 'milán', 'nicolo barella', 'matías vecino', 'serie a', 'milan skriniar', 'goleada']"
84,nerman fatic,"['nerman fatic', 'perú', 'equipo', 'triunfo', 'serie', 'bosnia', 'nico álvarez', 'nerman fatic', 'nicolás álvarez', 'parcial', 'selección peruana de tenis', 'bosnia y herzegovina', 'serie', 'primera ronda', 'grupo mundial', 'ganamos']"
85,chica,"['ecuador', 'chica', 'perú']"
86,liga profesional,"['tv', 'horario', 'arsenal', 'vivo', 'canal', 'guía', 'river plate', 'liga profesional', 'vía', 'espn', 'arsenal', 'vivo', 'jornada 12 de la', 'river plate', 'liga profesional']"
87,inter de milán,"['camiseta', 'getty images', 'inter de milán', 'puntaje']"
88,le cag**** el cacharro mira,"['patada', 'rostro', 'le cag**** el cacharro mira', 'checho ibarra', 'advíncula', '“']"
89,atlético tucumán,"['peruanos', 'pm', 'banca', 'carlos zambrano', 'luis advíncula', 'sábado', 'suplente', 'titular', 'atlético tucumán', 'boca juniors', 'liga profesional de argentina', 'fecha', 'minuto', 'campo', 'lugar', 'carlos zambrano', 'luis advíncula', 'punto', 'liga argentina', 'juego', 'atlético tucumán', 'boca juniors']"
90,cabeza,"['defensor', 'camino', 'año', 'marcos lópez', 'derecha', 'gol', 'ataque', 'va por buen', 'centro', 'cabeza', 'minuto', 'golazo', 'mls', 'san jose earthquakes', 'marcos lópez', 'tanto', 'giro', 'jornada', 'lateral', 'cuello', 'austin fc', 'cabeza', 'visita']"
91,josé carvallo,"['“', 'josé carvallo', 'aldo corzo']"
92,tomislav brkic,"['duelo', 'sergio galdos', 'jorge panta', 'tomislav brkic', 'representante', 'jornada', 'dupla', 'copa davis', 'mirza basic', 'tenis', 'minuto', 'tomislav brkic', 'equipo', 'partido', 'tropiezo', 'dupla', '0sergio galdos', 'día', 'jorge panta 5/2 2mirza basic', 'marcador', 'varillas', 'perú']"
93,detalles,"['alex gensollen', 'muerte', 'imagen', 'detalles']"
94,global tv,"['dobles', 'link', 'global tv', 'canal', 'copa davis', 'escríbeno', 'competencia', 'casa', 'vamos perú', 'transmisión', 'carlos fernandez', 'global tv', 'sudamericano perú', 'fpf play', 'panamericano', 'día', 'amistoso perú', 'directv sports', 'copa davis perú']"
95,alineaciones,"['fecha', 'estadio monumental', 'alineaciones', 'oncena', 'fase 2']"
96,frank kessié ac milan,"['bombazo', 'salida', 'frank kessié ac milan', 'verano']"
97,listos,"['fecha', 'equipo', 'estadio monumental', 'listos', 'oncena', 'fase 2']"
98,momentos,"['momentos', 'foto', 'estadio', 'tiempo', 'cotejo', 'monumental']"
99,championship video,"['jugador', 'patada', 'championship video', 'luton', 'solo']"
